record_id,company,job_title,location,salary_usd,years_experience,date_posted,skills
3799,Acme Analytics,Business Analyst,Remote,110111-142566,4,2026-04-18,"Airflow, TensorFlow, dbt"
3802,Aurora Metrics,Product Analyst,"New York, Ny",125079-159819,10,2026-03-31,"dbt, Pandas, SQL"
3803,Acme Analytics,Research Scientist,"New York, Ny",136075-166786,6,2026-04-19,"dbt, Pandas, Airflow"
3805,Vertex Insight,Data Analyst,"Austin, Tx",128172-150464,10,2026-03-23,"AWS, TensorFlow, Spark"
3806,Aurora Metrics,Product Analyst,"Austin, Tx",117749-134731,7,2026-04-16,"TensorFlow, Tableau, SQL"
3809,Pioneer Data Systems,Data Analyst,"San Francisco, Ca",107398-140450,2,2026-03-29,"Power BI, Spark, Airflow"
3810,Bluepeak Software,Bi Developer,Remote,132981-158894,10,2026-04-21,"Spark, AWS, Airflow"
3812,Nimbus Labs,Bi Developer,"New York, Ny",99440-116166,0,2026-03-06,"AWS, Airflow, Pandas"
3813,Cobalt Intelligence,Data Analyst,"San Francisco, Ca",128607-144433,5,2026-03-07,"Power BI, SQL, Spark"
3814,Vertex Insight,Bi Developer,"Chicago, Il",95513-124686,8,2026-03-07,"Pandas, Python, Tableau"
3815,Acme Analytics,Analytics Engineer,"San Francisco, Ca",109569-133714,2,2026-04-14,"Spark, Power BI, Pandas"
3816,Nimbus Labs,Data Engineer,"New York, Ny",138576-154123,5,2026-03-18,"Power BI, Python, Pandas"
3817,Vertex Insight,Bi Developer,"New York, Ny",137121-147360,8,2026-04-16,"Airflow, AWS, SQL"
3818,Bluepeak Software,Business Analyst,"Chicago, Il",85854-105416,1,2026-03-19,"dbt, Pandas, AWS"
3820,Acme Analytics,Product Analyst,Remote,118744-130614,9,2026-03-03,"Pandas, AWS, Power BI"
3821,Bluepeak Software,Data Engineer,Remote,103348-116879,1,2026-02-28,"Spark, Power BI, dbt"
3823,Summit Ai Works,Machine Learning Engineer,"Austin, Tx",125008-143793,1,2026-04-18,"Python, dbt, Airflow"
3826,Aurora Metrics,Machine Learning Engineer,Remote,158706-169472,9,2026-03-29,Tableau TensorFlow dbt
3827,Bluepeak Software,Machine Learning Engineer,"Chicago, Il",142778-167580,10,2026-03-04,"SQL, Tableau, Pandas"
3828,Nimbus Labs,Analytics Engineer,"New York, Ny",118496-132732,3,2026-04-28,AWS Spark Python
3829,Vertex Insight,Research Scientist,Remote,152876-175937,10,2026-04-06,"Airflow, Tableau, AWS"
3830,Summit Ai Works,Data Engineer,"New York, Ny",140688-162257,5,2026-03-28,"Airflow, TensorFlow, Pandas"
3831,Aurora Metrics,Data Engineer,"New York, Ny",135820-156116,3,2026-03-02,"Tableau, Spark, TensorFlow"
3832,Nimbus Labs,Machine Learning Engineer,"New York, Ny",201580-219917,10,2026-04-02,"Spark, Power BI, AWS"
3834,Nimbus Labs,Analytics Engineer,"Chicago, Il",102878-135870,2,2026-03-19,"Spark, SQL, Pandas"
3835,Bluepeak Software,Bi Developer,"Austin, Tx",107790-141312,3,2026-04-06,"dbt, Airflow, TensorFlow"
3836,Pioneer Data Systems,Machine Learning Engineer,"Seattle, Wa",136377-150718,2,2026-04-21,"Power BI, Pandas, Python"
3837,Vertex Insight,Data Engineer,"New York, Ny",124077-156555,2,2026-04-13,"Spark, Python, Power BI"
3838,Aurora Metrics,Bi Developer,"San Francisco, Ca",132788-151004,8,2026-03-08,"TensorFlow, Tableau, dbt"
3841,Pioneer Data Systems,Machine Learning Engineer,"San Francisco, Ca",138197-149271,0,2026-03-21,"Tableau, TensorFlow, dbt"
3842,Vertex Insight,Product Analyst,"Austin, Tx",97711-119840,0,2026-04-13,"Python, Power BI, TensorFlow"
3844,Bluepeak Software,Analytics Engineer,"Austin, Tx",105094-136135,5,2026-03-30,"SQL, Pandas, Power BI"
3845,Nimbus Labs,Analytics Engineer,"San Francisco, Ca",150693-167781,8,2026-04-11,"TensorFlow, AWS, Pandas"
3846,Summit Ai Works,Data Analyst,Remote,84784-111255,3,2026-04-16,"Python, SQL, Airflow"
3848,Cobalt Intelligence,Research Scientist,"New York, Ny",153610-168616,7,2026-03-17,"Power BI, Spark, AWS"
3849,Pioneer Data Systems,Product Analyst,"New York, Ny",118642-144120,4,2026-03-31,"Python, Tableau, dbt"
3850,Aurora Metrics,Analytics Engineer,"Seattle, Wa",127043-141055,7,2026-03-22,"Power BI, dbt, Airflow"
3851,Bluepeak Software,Product Analyst,Remote,109977-135602,7,2026-03-09,"Pandas, Spark, Airflow"
3852,Summit Ai Works,Product Analyst,Remote,77633-94388,0,2026-03-25,"TensorFlow, Python, dbt"
3853,Aurora Metrics,Data Analyst,"Seattle, Wa",137557-151400,10,2026-04-27,"Power BI, TensorFlow, AWS"
3854,Summit Ai Works,Data Analyst,"Chicago, Il",130499-163035,10,2026-03-29,"Pandas, dbt, Airflow"
3855,Cobalt Intelligence,Business Analyst,"Chicago, Il",90517-118365,4,2026-04-08,"dbt, Power BI, SQL"
3857,Cobalt Intelligence,Machine Learning Engineer,"Boston, Ma",164260-179957,10,2026-03-25,"Tableau, Spark, Airflow"
6029,Acme Analytics,Research Scientist,"San Francisco, Ca",154824-171308,5,2026-04-23,"Power BI, Tableau, Airflow"
3862,Summit Ai Works,Machine Learning Engineer,"San Francisco, Ca",153175-175884,1,2026-03-05,"Airflow, SQL, Python"
3863,Summit Ai Works,Data Analyst,"Chicago, Il",97310-128042,3,2026-04-15,"SQL, Spark, dbt"
3864,Nimbus Labs,Research Scientist,"Seattle, Wa",133748-150725,6,2026-03-22,"dbt, Tableau, Spark"
3865,Vertex Insight,Machine Learning Engineer,"New York, Ny",162181-173639,7,2026-03-18,"dbt, SQL, Power BI"
3866,Bluepeak Software,Machine Learning Engineer,"San Francisco, Ca",159784-174423,1,2026-04-26,"TensorFlow, Airflow, Spark"
3869,Vertex Insight,Bi Developer,"Chicago, Il",107660-127783,4,2026-03-23,"AWS, SQL, Power BI"
3872,Cobalt Intelligence,Bi Developer,"New York, Ny",122760-150490,6,2026-04-18,"dbt, Airflow, TensorFlow"
3874,Acme Analytics,Bi Developer,"Chicago, Il",99568-119034,3,2026-03-21,"SQL, Tableau, Power BI"
3876,Nimbus Labs,Data Engineer,Remote,133773-145885,6,2026-03-11,"Tableau, Pandas, TensorFlow"
3878,Bluepeak Software,Research Scientist,Remote,148037-169300,10,2026-04-14,"TensorFlow, dbt, Spark"
3880,Acme Analytics,Product Analyst,"New York, Ny",131537-160263,9,2026-03-20,"AWS, Tableau, TensorFlow"
3881,Pioneer Data Systems,Bi Developer,"Austin, Tx",91379-117174,2,2026-04-08,"dbt, Airflow, TensorFlow"
4184,Cobalt Intelligence,Bi Developer,"Austin, Tx",98215-119472,4,2026-03-16,"Spark, TensorFlow, Tableau"
3883,Vertex Insight,Product Analyst,"San Francisco, Ca",78029-105904,0,2026-04-11,"SQL, Pandas, Tableau"
3884,Summit Ai Works,Machine Learning Engineer,Remote,148212-175851,6,2026-03-18,"SQL, Pandas, Airflow"
3885,Aurora Metrics,Business Analyst,"San Francisco, Ca",146175-164987,10,2026-03-20,"Power BI, Spark, TensorFlow"
3886,Aurora Metrics,Machine Learning Engineer,Remote,144739-167098,6,2026-04-19,"TensorFlow, Pandas, Airflow"
3887,Aurora Metrics,Business Analyst,"Chicago, Il",108639-128753,7,2026-03-28,Python dbt Tableau
3888,Cobalt Intelligence,Data Engineer,"Boston, Ma",107539-124710,2,2026-04-14,"Pandas, AWS, Python"
3889,Vertex Insight,Analytics Engineer,"Seattle, Wa",102067-125987,3,2026-04-03,"Python, Pandas, Spark"
3890,Bluepeak Software,Business Analyst,"Seattle, Wa",95239-119945,3,2026-04-13,"AWS, Tableau, TensorFlow"
3891,Cobalt Intelligence,Research Scientist,"New York, Ny",144290-163979,5,2026-03-20,"Spark, TensorFlow, Power BI"
3892,Bluepeak Software,Bi Developer,Remote,107676-120625,8,2026-04-02,"Power BI, dbt, Pandas"
3896,Acme Analytics,Analytics Engineer,"Boston, Ma",128752-145744,8,2026-03-31,"Pandas, Power BI, Python"
3897,Vertex Insight,Machine Learning Engineer,Remote,167521-180104,10,2026-04-04,"Tableau, AWS, Airflow"
3898,Nimbus Labs,Research Scientist,"Boston, Ma",126812-152771,1,2026-02-27,"TensorFlow, SQL, Pandas"
3899,Acme Analytics,Product Analyst,"Seattle, Wa",107607-138609,6,2026-03-19,"Pandas, Power BI, Airflow"
3900,Aurora Metrics,Machine Learning Engineer,"New York, Ny",161639-175090,8,2026-03-10,"Python, Tableau, TensorFlow"
5646,Pioneer Data Systems,Business Analyst,"Boston, Ma",98216-110295,2,2026-03-11,"Python, Airflow, dbt"
3903,Pioneer Data Systems,Machine Learning Engineer,"Austin, Tx",145856-175453,8,2026-03-05,"Tableau, Spark, TensorFlow"
3904,Aurora Metrics,Business Analyst,Remote,110964-134505,10,2026-04-23,"Pandas, TensorFlow, Spark"
3905,Nimbus Labs,Research Scientist,"Boston, Ma",132194-151416,1,2026-04-18,"SQL, Pandas, Spark"
3907,Aurora Metrics,Machine Learning Engineer,"New York, Ny",151230-170125,0,2026-03-02,"AWS, Spark, dbt"
3909,Summit Ai Works,Business Analyst,"Chicago, Il",99397-112823,1,2026-04-13,"Spark, dbt, TensorFlow"
3910,Cobalt Intelligence,Bi Developer,"New York, Ny",134817-160458,5,2026-02-27,"Power BI, Tableau, Airflow"
3911,Cobalt Intelligence,Analytics Engineer,"Seattle, Wa",99883-134801,0,2026-03-26,"Power BI, Spark, SQL"
3912,Bluepeak Software,Research Scientist,"Chicago, Il",120816-155685,0,2026-04-26,"Power BI, Tableau, Spark"
3914,Nimbus Labs,Product Analyst,"Austin, Tx",81182-100101,1,2026-04-21,"AWS, Python, TensorFlow"
3916,Pioneer Data Systems,Machine Learning Engineer,"Boston, Ma",142717-172250,8,2026-03-08,"Power BI, dbt, Python"
3917,Nimbus Labs,Analytics Engineer,"Chicago, Il",114476-141019,9,2026-03-09,"dbt, Python, SQL"
3920,Vertex Insight,Bi Developer,"Boston, Ma",117140-128848,9,2026-04-26,"dbt, Airflow, Python"
3921,Pioneer Data Systems,Analytics Engineer,"Chicago, Il",126499-137617,10,2026-04-15,"Tableau, SQL, Airflow"
3922,Cobalt Intelligence,Analytics Engineer,"New York, Ny",149865-174221,10,2026-03-31,"TensorFlow, Power BI, Python"
3923,Nimbus Labs,Data Analyst,"New York, Ny",103626-137467,4,2026-03-02,"Airflow, TensorFlow, dbt"
3924,Bluepeak Software,Data Engineer,"Chicago, Il",122723-134267,3,2026-04-05,"Power BI, AWS, TensorFlow"
3926,Pioneer Data Systems,Machine Learning Engineer,"Chicago, Il",156775-168599,6,2026-03-07,"Airflow, Tableau, AWS"
3927,Bluepeak Software,Research Scientist,"San Francisco, Ca",159947-170090,7,2026-04-11,Airflow SQL AWS
3928,Nimbus Labs,Analytics Engineer,"Austin, Tx",104154-128919,3,2026-04-26,"Airflow, TensorFlow, Python"
3930,Bluepeak Software,Machine Learning Engineer,Remote,128930-151807,6,2026-03-29,"SQL, Python, dbt"
3931,Summit Ai Works,Bi Developer,"Austin, Tx",126280-144581,9,2026-04-27,Python SQL Spark
3932,Vertex Insight,Research Scientist,"Seattle, Wa",155751-180103,9,2026-03-07,"Spark, Power BI, dbt"
3933,Aurora Metrics,Research Scientist,"New York, Ny",145822-156095,7,2026-03-15,"Tableau, SQL, Power BI"
3935,Cobalt Intelligence,Machine Learning Engineer,"San Francisco, Ca",169229-200592,10,2026-04-20,"Power BI, Airflow, AWS"
3936,Nimbus Labs,Business Analyst,"New York, Ny",125964-144176,8,2026-03-30,"Tableau, Spark, AWS"
3937,Vertex Insight,Data Analyst,"Seattle, Wa",120729-150134,10,2026-04-14,"Tableau, dbt, Python"
3938,Nimbus Labs,Bi Developer,"New York, Ny",94334-125448,0,2026-04-11,"Airflow, TensorFlow, Tableau"
3939,Vertex Insight,Research Scientist,"New York, Ny",148155-160299,9,2026-04-01,"AWS, SQL, Python"
3940,Aurora Metrics,Data Analyst,"Boston, Ma",99912-113398,3,2026-04-05,"Airflow, Tableau, Spark"
3944,Summit Ai Works,Machine Learning Engineer,"Boston, Ma",124297-142568,2,2026-03-25,"Spark, SQL, Tableau"
3945,Acme Analytics,Analytics Engineer,"Seattle, Wa",142407-154543,8,2026-04-23,"SQL, Pandas, AWS"
3946,Cobalt Intelligence,Product Analyst,Remote,104736-135774,10,2026-03-09,"SQL, dbt, Airflow"
5796,Pioneer Data Systems,Machine Learning Engineer,"San Francisco, Ca",143969-169845,3,2026-04-01,"Spark, Tableau, TensorFlow"
3948,Cobalt Intelligence,Machine Learning Engineer,"New York, Ny",173788-192716,8,2026-02-28,"Pandas, dbt, Airflow"
3949,Nimbus Labs,Machine Learning Engineer,"San Francisco, Ca",180054-210347,9,2026-04-15,"SQL, Tableau, Python"
3950,Vertex Insight,Research Scientist,"New York, Ny",140686-159156,3,2026-03-07,"Power BI, Tableau, AWS"
3951,Pioneer Data Systems,Business Analyst,"New York, Ny",85445-99202,0,2026-03-20,"Tableau, Airflow, SQL"
3952,Pioneer Data Systems,Data Engineer,"Seattle, Wa",110812-132832,0,2026-03-01,"Power BI, dbt, Python"
3953,Acme Analytics,Data Engineer,"Seattle, Wa",125321-139531,5,2026-04-05,"Power BI, dbt, Airflow"
3954,Pioneer Data Systems,Business Analyst,"Austin, Tx",98176-108701,4,2026-03-01,"Pandas, AWS, dbt"
3957,Bluepeak Software,Business Analyst,"Chicago, Il",84672-108048,1,2026-04-13,"Python, dbt, Tableau"
3958,Summit Ai Works,Machine Learning Engineer,Remote,163450-197768,8,2026-04-09,"Power BI, AWS, Spark"
3962,Acme Analytics,Analytics Engineer,"New York, Ny",139419-172549,6,2026-04-20,"Tableau, Pandas, AWS"
3963,Nimbus Labs,Data Engineer,"New York, Ny",137961-150839,1,2026-04-05,"TensorFlow, AWS, Power BI"
3965,Acme Analytics,Bi Developer,"Boston, Ma",96175-129113,5,2026-04-04,"Spark, SQL, dbt"
3966,Nimbus Labs,Machine Learning Engineer,"Chicago, Il",138574-155988,6,2026-04-25,"Pandas, Power BI, SQL"
7861,Cobalt Intelligence,Analytics Engineer,"San Francisco, Ca",144398-178264,9,2026-03-13,"Power BI, SQL, Pandas"
3970,Pioneer Data Systems,Business Analyst,"Seattle, Wa",84897-104269,0,2026-04-14,"dbt, Airflow, AWS"
3971,Nimbus Labs,Machine Learning Engineer,"San Francisco, Ca",152150-165739,2,2026-04-04,"Python, TensorFlow, dbt"
3972,Acme Analytics,Machine Learning Engineer,"Chicago, Il",123294-157766,0,2026-04-08,"Tableau, Pandas, SQL"
3973,Cobalt Intelligence,Data Analyst,"San Francisco, Ca",98883-133007,1,2026-03-11,"Pandas, TensorFlow, dbt"
3974,Nimbus Labs,Bi Developer,"Seattle, Wa",88581-112995,0,2026-04-11,"Airflow, Spark, Power BI"
3976,Acme Analytics,Product Analyst,"New York, Ny",119211-151476,9,2026-04-26,"Pandas, Tableau, AWS"
3977,Summit Ai Works,Research Scientist,"Chicago, Il",143253-159701,10,2026-03-05,"dbt, Tableau, SQL"
3978,Cobalt Intelligence,Data Analyst,"Seattle, Wa",98563-128038,2,2026-03-02,"TensorFlow, Power BI, AWS"
3979,Vertex Insight,Data Analyst,"Austin, Tx",114967-126126,10,2026-04-22,"TensorFlow, AWS, Airflow"
3980,Nimbus Labs,Product Analyst,"San Francisco, Ca",136562-150380,7,2026-02-28,"Spark, SQL, Power BI"
3981,Vertex Insight,Data Analyst,"Austin, Tx",91928-124987,3,2026-04-24,"AWS, TensorFlow, Python"
3982,Summit Ai Works,Data Analyst,"Boston, Ma",123090-136750,10,2026-04-12,"Spark, Python, Power BI"
3983,Pioneer Data Systems,Data Engineer,"Chicago, Il",146182-168589,8,2026-03-14,"Airflow, TensorFlow, SQL"
3984,Vertex Insight,Data Analyst,"Boston, Ma",120151-150506,10,2026-03-26,"Tableau, dbt, Spark"
3986,Vertex Insight,Data Analyst,"Seattle, Wa",120646-137024,4,2026-04-21,"TensorFlow, AWS, dbt"
3987,Bluepeak Software,Data Engineer,Remote,127911-148255,6,2026-04-03,"Tableau, Airflow, SQL"
3989,Cobalt Intelligence,Research Scientist,"New York, Ny",166584-195432,9,2026-03-30,"Airflow, TensorFlow, Spark"
3991,Summit Ai Works,Data Analyst,"Boston, Ma",113849-145116,9,2026-04-01,"Tableau, Power BI, Spark"
3993,Summit Ai Works,Data Analyst,"New York, Ny",99781-124677,3,2026-03-26,"dbt, Pandas, Airflow"
3994,Bluepeak Software,Analytics Engineer,"Austin, Tx",114459-128944,7,2026-04-16,"TensorFlow, Spark, SQL"
3995,Summit Ai Works,Product Analyst,"San Francisco, Ca",100947-127382,1,2026-03-01,"Pandas, Python, TensorFlow"
3996,Bluepeak Software,Data Engineer,"San Francisco, Ca",152937-169451,6,2026-04-08,"Airflow, TensorFlow, Python"
3997,Bluepeak Software,Data Engineer,"Seattle, Wa",114696-134440,1,2026-03-03,"dbt, Tableau, Airflow"
3999,Pioneer Data Systems,Business Analyst,"San Francisco, Ca",96792-125705,1,2026-04-13,"Airflow, Spark, Tableau"
4001,Summit Ai Works,Analytics Engineer,"San Francisco, Ca",125018-138795,3,2026-03-28,"Python, Tableau, Spark"
4002,Nimbus Labs,Data Engineer,"Austin, Tx",120107-148570,2,2026-02-27,Spark dbt TensorFlow
4003,Acme Analytics,Product Analyst,"Boston, Ma",73645-100677,1,2026-03-19,dbt Pandas Spark
4004,Vertex Insight,Analytics Engineer,"Seattle, Wa",129082-151583,3,2026-03-14,"Spark, AWS, Airflow"
4005,Acme Analytics,Data Engineer,Remote,127233-161142,9,2026-03-06,"Power BI, TensorFlow, SQL"
4006,Summit Ai Works,Data Engineer,"Boston, Ma",122907-136583,8,2026-04-03,"Power BI, TensorFlow, Tableau"
4007,Bluepeak Software,Product Analyst,"Austin, Tx",79510-110423,2,2026-03-28,"Tableau, dbt, SQL"
4008,Pioneer Data Systems,Analytics Engineer,"San Francisco, Ca",172266-190022,9,2026-03-23,"AWS, Spark, SQL"
4009,Aurora Metrics,Data Analyst,"New York, Ny",139622-167070,10,2026-04-13,"Tableau, SQL, Power BI"
4010,Acme Analytics,Bi Developer,"San Francisco, Ca",148126-182914,8,2026-03-08,"Python, Airflow, Power BI"
4011,Nimbus Labs,Data Engineer,"San Francisco, Ca",116702-146680,0,2026-04-25,"dbt, Pandas, Airflow"
4012,Nimbus Labs,Analytics Engineer,Remote,99085-124052,0,2026-04-25,"SQL, Power BI, Airflow"
4013,Aurora Metrics,Research Scientist,Remote,138163-149521,5,2026-04-21,"Spark, SQL, Pandas"
4014,Acme Analytics,Machine Learning Engineer,"Boston, Ma",163374-187124,4,2026-03-01,Python SQL AWS
4016,Pioneer Data Systems,Product Analyst,Remote,101758-123628,0,2026-04-25,"Spark, dbt, TensorFlow"
4017,Vertex Insight,Product Analyst,"Chicago, Il",95632-126521,6,2026-04-05,"Power BI, Python, Spark"
4019,Cobalt Intelligence,Research Scientist,"Boston, Ma",159556-190429,10,2026-03-15,"Power BI, SQL, TensorFlow"
4020,Nimbus Labs,Machine Learning Engineer,"San Francisco, Ca",164883-189756,9,2026-03-26,"Airflow, dbt, Spark"
4021,Cobalt Intelligence,Machine Learning Engineer,"Seattle, Wa",157743-182445,8,2026-03-05,"SQL, dbt, AWS"
4023,Cobalt Intelligence,Bi Developer,Remote,142565-163872,9,2026-04-26,"Power BI, TensorFlow, Airflow"
4025,Vertex Insight,Data Analyst,"San Francisco, Ca",113292-147235,3,2026-03-06,"Airflow, Tableau, SQL"
4026,Nimbus Labs,Business Analyst,"Boston, Ma",105185-116059,3,2026-03-29,"AWS, Airflow, Spark"
4027,Bluepeak Software,Data Analyst,"New York, Ny",104702-121078,8,2026-03-23,"SQL, Tableau, dbt"
4029,Summit Ai Works,Analytics Engineer,"New York, Ny",120828-153761,6,2026-03-23,"AWS, TensorFlow, Power BI"
4031,Acme Analytics,Data Engineer,"Austin, Tx",136437-163096,6,2026-04-27,"Airflow, AWS, dbt"
4032,Nimbus Labs,Data Engineer,"New York, Ny",141335-162022,6,2026-03-18,"SQL, Spark, Airflow"
4034,Summit Ai Works,Data Engineer,"New York, Ny",126747-148774,3,2026-03-15,"TensorFlow, Pandas, SQL"
4035,Nimbus Labs,Research Scientist,"Boston, Ma",139140-167509,3,2026-03-17,"Power BI, Spark, Airflow"
4036,Aurora Metrics,Analytics Engineer,"Chicago, Il",115101-126359,3,2026-04-21,"Pandas, Spark, TensorFlow"
4037,Aurora Metrics,Analytics Engineer,"Chicago, Il",100395-121651,2,2026-03-07,"Spark, Pandas, dbt"
4499,Aurora Metrics,Data Analyst,"Chicago, Il",110076-126645,8,2026-04-23,"dbt, Tableau, Spark"
4040,Acme Analytics,Data Engineer,"Seattle, Wa",131161-166000,5,2026-04-07,"Spark, SQL, AWS"
4041,Cobalt Intelligence,Data Analyst,"New York, Ny",118734-138395,1,2026-03-08,"TensorFlow, Airflow, Tableau"
4043,Pioneer Data Systems,Business Analyst,"Boston, Ma",96307-124361,6,2026-04-02,Python Airflow TensorFlow
4045,Bluepeak Software,Data Engineer,"Boston, Ma",130937-157942,4,2026-03-24,"Spark, Tableau, Airflow"
4046,Bluepeak Software,Analytics Engineer,Remote,95755-128463,0,2026-04-13,"SQL, dbt, Pandas"
4047,Vertex Insight,Bi Developer,Remote,130806-144418,10,2026-04-09,"Airflow, dbt, Pandas"
4048,Pioneer Data Systems,Research Scientist,"Seattle, Wa",163515-176365,8,2026-03-10,"Airflow, Spark, SQL"
4050,Cobalt Intelligence,Analytics Engineer,Remote,121822-154889,6,2026-03-18,"TensorFlow, SQL, Pandas"
4051,Summit Ai Works,Bi Developer,"New York, Ny",96265-113944,4,2026-04-21,"Power BI, Pandas, TensorFlow"
4053,Vertex Insight,Data Analyst,Remote,85529-109809,4,2026-04-25,"Python, Power BI, Pandas"
4054,Acme Analytics,Analytics Engineer,"Seattle, Wa",131524-143199,4,2026-04-08,"SQL, dbt, Pandas"
4056,Nimbus Labs,Business Analyst,"San Francisco, Ca",107136-140310,5,2026-03-28,"Tableau, Spark, AWS"
4057,Nimbus Labs,Research Scientist,Remote,131466-146077,1,2026-03-26,"Python, TensorFlow, SQL"
4058,Pioneer Data Systems,Research Scientist,"New York, Ny",156038-176529,8,2026-03-24,"Airflow, SQL, TensorFlow"
6415,Vertex Insight,Research Scientist,"San Francisco, Ca",143152-172677,2,2026-02-28,"Airflow, Power BI, TensorFlow"
4060,Bluepeak Software,Product Analyst,Remote,125965-159714,9,2026-03-06,"Airflow, TensorFlow, Power BI"
4062,Summit Ai Works,Machine Learning Engineer,Remote,108579-120101,1,2026-04-14,"AWS, SQL, Tableau"
4063,Bluepeak Software,Analytics Engineer,"San Francisco, Ca",124837-149937,5,2026-03-25,Tableau SQL Pandas
4066,Aurora Metrics,Product Analyst,"Boston, Ma",104790-122426,6,2026-03-15,Python AWS Airflow
4068,Nimbus Labs,Machine Learning Engineer,"Chicago, Il",152522-182267,3,2026-04-05,Tableau Power BI dbt
4070,Nimbus Labs,Bi Developer,"Seattle, Wa",128954-139747,6,2026-03-10,"Spark, TensorFlow, Tableau"
4071,Vertex Insight,Bi Developer,"San Francisco, Ca",145121-156514,5,2026-03-03,"TensorFlow, Airflow, Spark"
4072,Pioneer Data Systems,Analytics Engineer,"Chicago, Il",117325-151006,3,2026-04-17,"Power BI, Airflow, AWS"
4073,Vertex Insight,Analytics Engineer,"Seattle, Wa",106139-122795,4,2026-04-01,"dbt, Python, Power BI"
4074,Pioneer Data Systems,Data Analyst,Remote,80369-114741,0,2026-04-18,"dbt, Pandas, TensorFlow"
4075,Nimbus Labs,Machine Learning Engineer,Remote,138428-170942,1,2026-03-19,"SQL, dbt, TensorFlow"
4076,Nimbus Labs,Data Engineer,"New York, Ny",131269-159076,2,2026-04-14,"SQL, Airflow, TensorFlow"
4077,Pioneer Data Systems,Business Analyst,"Chicago, Il",96222-111463,6,2026-04-21,"Pandas, Tableau, Python"
4078,Bluepeak Software,Data Analyst,"San Francisco, Ca",115070-147965,9,2026-03-01,"Pandas, dbt, Power BI"
4079,Vertex Insight,Data Analyst,"Chicago, Il",107804-123903,4,2026-04-09,"Airflow, Spark, AWS"
4080,Acme Analytics,Bi Developer,"Boston, Ma",94256-106765,2,2026-03-01,"Tableau, Airflow, Python"
4082,Summit Ai Works,Bi Developer,"Austin, Tx",104739-122483,1,2026-03-30,"Python, AWS, Pandas"
4083,Pioneer Data Systems,Machine Learning Engineer,"San Francisco, Ca",184237-217671,6,2026-04-19,"Spark, TensorFlow, SQL"
4084,Nimbus Labs,Research Scientist,Remote,133798-146752,5,2026-03-05,"TensorFlow, dbt, Airflow"
4085,Bluepeak Software,Bi Developer,"Seattle, Wa",122176-148370,7,2026-04-01,"Tableau, Spark, SQL"
4087,Acme Analytics,Data Analyst,"Boston, Ma",107192-127063,5,2026-03-06,"AWS, Pandas, Airflow"
4088,Nimbus Labs,Research Scientist,"Boston, Ma",141956-155692,6,2026-03-25,"Pandas, Spark, dbt"
4089,Vertex Insight,Machine Learning Engineer,Remote,143848-161427,6,2026-03-11,"SQL, Tableau, TensorFlow"
4090,Nimbus Labs,Product Analyst,"New York, Ny",114273-131639,6,2026-03-26,dbt Python Tableau
4092,Nimbus Labs,Machine Learning Engineer,"Chicago, Il",154353-168298,7,2026-04-16,"Pandas, Airflow, Power BI"
4093,Pioneer Data Systems,Analytics Engineer,"San Francisco, Ca",140078-155756,4,2026-04-20,"AWS, SQL, Python"
4094,Cobalt Intelligence,Business Analyst,"Boston, Ma",125633-147191,8,2026-03-14,"Python, dbt, AWS"
4095,Aurora Metrics,Data Analyst,"Boston, Ma",87951-115595,3,2026-04-28,"Pandas, dbt, Python"
4096,Aurora Metrics,Data Analyst,Remote,118431-131189,9,2026-04-11,"Pandas, Tableau, TensorFlow"
4097,Acme Analytics,Machine Learning Engineer,"Boston, Ma",164867-184289,5,2026-03-28,"Python, Airflow, Pandas"
4102,Aurora Metrics,Research Scientist,"New York, Ny",158597-186822,5,2026-04-25,"Power BI, Pandas, Airflow"
4103,Cobalt Intelligence,Research Scientist,"New York, Ny",158524-172841,2,2026-04-01,"Airflow, Pandas, TensorFlow"
4105,Nimbus Labs,Data Engineer,"Austin, Tx",106628-132584,9,2026-03-23,"dbt, Pandas, Python"
4107,Acme Analytics,Product Analyst,"New York, Ny",125657-150069,10,2026-04-18,Power BI Airflow Spark
4108,Acme Analytics,Data Engineer,"Boston, Ma",124515-153876,3,2026-04-06,"Pandas, Power BI, SQL"
4109,Summit Ai Works,Machine Learning Engineer,"Seattle, Wa",155707-173382,5,2026-03-13,"SQL, Airflow, TensorFlow"
4110,Summit Ai Works,Data Analyst,"Austin, Tx",100382-130351,7,2026-04-25,Python Tableau SQL
4111,Pioneer Data Systems,Analytics Engineer,"San Francisco, Ca",128366-144850,2,2026-04-16,"AWS, Pandas, Tableau"
4112,Vertex Insight,Machine Learning Engineer,"Seattle, Wa",147726-171944,3,2026-04-19,"SQL, Spark, TensorFlow"
4113,Cobalt Intelligence,Machine Learning Engineer,"New York, Ny",143622-166270,2,2026-03-30,"AWS, Pandas, Python"
4114,Cobalt Intelligence,Machine Learning Engineer,Remote,167559-185504,10,2026-02-28,Airflow Power BI Tableau
4115,Acme Analytics,Research Scientist,"San Francisco, Ca",172148-203718,10,2026-04-17,"SQL, Python, Spark"
4116,Nimbus Labs,Data Analyst,"Chicago, Il",110399-143269,10,2026-04-22,"Tableau, Spark, Pandas"
4117,Acme Analytics,Data Engineer,"Boston, Ma",137703-157595,6,2026-03-23,"AWS, Airflow, Python"
4122,Aurora Metrics,Machine Learning Engineer,"Seattle, Wa",157871-169524,5,2026-03-22,"Pandas, Tableau, Python"
